Applicant_Income,Coapplicant_Income,Age,Dependents,Credit_Score,Existing_Loans,DTI_Ratio,Savings,Collateral_Value,Loan_Amount,Loan_Term,Education_Level,Loan_Approved,Employment_Status_Salaried,Employment_Status_Self-employed,Employment_Status_Unemployed,Marital_Status_Single,Loan_Purpose_Car,Loan_Purpose_Education,Loan_Purpose_Home,Loan_Purpose_Personal,Property_Area_Semiurban,Property_Area_Urban,Gender_Male,Employer_Category_Government,Employer_Category_MNC,Employer_Category_Private,Employer_Category_Unemployed
1.407951399160553,-1.2889046801168929,1.0162555902125519,-1.3699121955925249,-0.561612436943705,1.496055972918659,1.2995772087423412,1.6573824505896821,1.4908814002337385,-0.3483397281545569,1.5241982074288005,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.6209245029225063,-0.8382796580412812,0.5555116698622966,1.4168470888034037,-0.7918187106491232,0.03611434551986492,-0.3361233679293271,-1.2891967189181075,1.7509154336199866,1.6207958254937722,0.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.7022229403891111,-1.0381311577698613,-1.3796127956087754,0.4879273273380942,-0.029260428999925345,1.496055972918659,-1.0472975316996174,0.683713449621139,-1.2804774641166725,0.6621048526644425,1.016132138285867,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.6310097466074762,1.0779230287105839,0.0026189654419902656,0.4879273273380942,-1.3961101791258461,0.766085159219262,-0.265005951552298,-0.06786303592590527,-0.9988335578403178,0.6510402881976856,0.5080660691429335,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.49310311028899745,-0.2997618298023152,-0.8267200911884691,0.4879273273380942,0.6469705000097408,-0.6938564681795322,-0.40724078430635624,-0.09711339087495127,0.9177904334229343,-0.6943750588165208,1.016132138285867,0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
-0.5247695480675392,-0.08770299588438034,1.2005531583526539,-0.44099243412721534,-1.0651886606743075,-0.6938564681795322,1.5129294578734285,1.6782255178887031,-1.5664862784933467,-0.9569800041847931,-0.5080660691429335,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1.6219094893311339,-0.8072381511026362,1.661297078702909,-1.3699121955925249,0.15778216838572698,-1.4238272818789293,0.9439901268571956,0.8222585440205126,-1.1314265858713353,0.5014902071792606,-1.016132138285867,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.8977258777582486,-0.6614477027840561,0.6476604539323476,0.4879273273380942,-0.5760003290502936,1.496055972918659,-3.947809655681591e-16,-1.6235615548326512,-0.9467408841184717,1.179997853995551,1.5241982074288005,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.1297044800003282,0.0,1.2927019424227049,-0.44099243412721534,0.7620736368624499,-1.4238272818789293,1.7262817070045149,-1.604995461272179,1.306839701315348,1.2606620981725534,-0.5080660691429335,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.5091246165671737,-0.866182136188378,-0.458124954908265,1.4168470888034037,0.718909960542684,-0.6938564681795322,-3.947809655681591e-16,-1.2117796118074589,0.3499230451584143,0.1480487567532578,0.5080660691429335,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.454190683102631,-0.3660302154016698,1.1084043742826029,0.4879273273380942,0.17217006049231562,-0.6938564681795322,-1.5451194463388207,1.4543814842067821,1.0877356258534074,-0.9019248729268169,-1.5241982074288005,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.10760197320414094,1.1668621778044546,0.09476774951204131,-0.44099243412721534,0.9635041263546908,1.496055972918659,-0.8339452825685303,0.0,0.9681657662528514,-0.7529101740600093,1.5241982074288005,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
-1.4536113044478816,-1.3178535011945056,-1.3796127956087754,0.4879273273380942,0.8484009895019817,0.766085159219262,-0.1938885351752689,0.6789843503179999,-0.5230585749054899,-0.4028594772609158,-0.5080660691429335,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.63937965572395,0.7971543423554234,-1.2874640115387244,-1.3699121955925249,1.3088135369128182,0.766085159219262,-1.1895323644536755,0.7565766092546907,1.0657679736108159,0.2301406866679063,1.016132138285867,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.3019140044975548,0.2771219058889089,1.661297078702909,-1.3699121955925249,0.5318673631570316,1.496055972918659,1.5840468742504568,-1.552975368937648,2.603187403912355e-16,-0.09555012223260129,1.5241982074288005,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.7182444466672874,-1.3188998441250217,0.18691653358209237,1.4168470888034037,0.48870368683726567,1.496055972918659,0.9439901268571956,-0.005684137680927245,-0.017301682232401784,-1.017478187317545,1.016132138285867,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.7709734546714115,-0.8864114328450231,-0.18167860269811184,0.4879273273380942,0.6901341763295067,-1.4238272818789293,-0.8339452825685303,-0.08152487835719621,-0.4844184048370876,-1.0442472948984085,0.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.4933349471420036,-1.0573141114959903,-0.550273738978316,-0.44099243412721534,-1.640704344937853,1.496055972918659,0.3750507958409635,0.5145167856643819,-1.248778213486483,-0.1207130833586131,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1.7675226729732925,0.6021857763025853,-0.9188688752585202,1.4168470888034037,-1.2522312580599597,0.766085159219262,0.8017552941031377,0.9072071796509755,0.08001430164357443,-0.29123229864871447,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.49820224018853815,1.2383622780563899,-0.6424225230483671,0.4879273273380942,-0.5472245448371164,0.0,1.5840468742504568,-1.3932369035871692,-0.3908948820974546,0.22987299559209765,1.5241982074288005,0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
-0.0378374395371458,1.364969772648841,1.0162555902125519,1.4168470888034037,-0.8493702790754778,-1.4238272818789293,1.3706946251193701,0.15493008679976247,-0.708531391233821,-0.8810449690137432,-1.5241982074288005,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-1.2382335871387278,-1.7468541027061173,0.9241068061425007,-0.44099243412721534,-1.2234554738467824,-1.4238272818789293,0.09058113033284712,-0.13091769330109426,2.603187403912355e-16,0.957635800357177,0.5080660691429335,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
-1.7570059043485347,0.6621761043188432,-1.5639103637488776,1.4168470888034037,0.2872731973450247,-1.4238272818789293,1.0151075432342247,1.3118078978084382,0.9869849601935733,-0.6886643158659366,1.5241982074288005,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
-1.1859101868884816,0.136911953199748,0.9241068061425007,1.4168470888034037,1.193710400060109,-1.4238272818789293,0.23281596308690533,-1.359958056639153,-0.24506401802448435,-0.9617984435493485,-1.016132138285867,0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.4102112747829485,1.0985011063440677,-1.2874640115387244,1.4168470888034037,1.4670803500852931,0.0,0.23281596308690533,1.5381040570549498,1.3968569864006262,1.1405580354930784,1.016132138285867,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-1.538383325008358,0.0,0.8319580220724497,0.4879273273380942,-0.4752850843041732,1.496055972918659,-1.3317671972077336,0.01866196613893739,-0.14188045276775074,0.5652006832217161,1.016132138285867,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.8372872066402874,0.24887064676497347,-1.1031664433986224,-0.44099243412721534,-1.5543769922983213,-0.6938564681795322,-1.3317671972077336,1.2161750007894014,0.018404697145621842,-0.7891376996527781,1.5241982074288005,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
